,Unnamed: 0,Country,Averaged Happiness Score,Averaged Economy,Averaged Family,Averaged Health,Averaged Freedom,Averaged Generosity,Averaged Trust,Wealth Category
19,13,Mexico,6.7252000138,1.0793607636,0.9466573866666668,0.7715697995999999,0.4367260015999999,0.1044160865999999,0.1394888229999999,Rich
20,15,Brazil,6.657800045799999,1.033226642,1.2345186683333331,0.6809444706,0.4430387494,0.134969979,0.1203925521999999,Rich
21,29,Czechia,6.654600041200001,1.2685624704,1.216081739,0.8274068006,0.4737532348,0.0808513518,0.0346505854,Rich
22,25,Chile,6.58939999,1.173326922,1.104788318,0.8449759408,0.3968210558,0.2720484842,0.0884975964,Rich
23,22,Singapore,6.542800005399999,1.592137534,1.0804647876666666,1.014186479,0.5534121138,0.3032151961999999,0.467255557,Rich
24,23,Panama,6.5380000282,1.1482676872000002,1.186937516333333,0.776023227,0.5388793668,0.1861393878,0.0729827848,Rich
25,35,Malta,6.53399999,1.2856999677999998,1.296410555,0.8790608473999999,0.5902714104,0.4811241149999999,0.1514932138,Rich
26,27,France,6.5151999824,1.3441166924,1.2177456173333334,0.9162411704,0.4883904232,0.1167364614,0.1832084856,Rich
27,28,Argentina,6.4593999954,1.1110350926000003,1.2516003816666668,0.7608954168000001,0.4816198408,0.0923714122,0.0643079776,Rich
28,30,Uruguay,6.4311999992,1.135557939,1.217519289666667,0.7829293648,0.5749784508,0.1690113858,0.1885163746,Rich
29,26,Qatar,6.4218,1.7436911372,1.0775122933333334,0.7687316176000001,0.6040641966,0.291216774,0.3559738512,Rich
30,33,Saudi Arabia,6.375999972600001,1.439512711,1.0729658663333332,0.666213666,0.4174541144,0.1234492027999999,0.231550451,Rich
31,34,Spain,6.3513999756,1.2988075728,1.325110300666667,0.95010812,0.4109482459999999,0.1688107144,0.0698528194,Rich
32,38,Guatemala,6.3437999992,0.8066143892000002,1.056778398,0.6157759979999999,0.5502861236000001,0.2400916786,0.0815906558,Middle
33,31,Colombia,6.3399999748,0.992910465,1.221350979,0.6716775848000001,0.4920994829999999,0.1374568946,0.0449717484,Middle
34,32,Thailand,6.2865999572,1.0500137544,1.2452008186666663,0.7139778057999999,0.5652741464,0.491676622,0.029762547,Rich
35,36,Kuwait,6.1486000038,1.5556624904,1.1010729163333333,0.6951431416,0.5059975186,0.1718439596,0.1821879099999999,Rich
36,37,El Salvador,6.1241999566,0.8296048991999999,1.005648364,0.6594777105999999,0.419928506,0.086389597,0.093974192,Middle
37,44,Bahrain,6.113799978600001,1.3904824522,1.1611068203333332,0.725250607,0.5190833838,0.2031516974,0.210752434,Rich
38,40,Slovakia,6.10840001,1.2460067116000002,1.2859097473333332,0.7724845822,0.307047493,0.1365688962,0.0231981704,Rich
39,39,Uzbekistan,6.046200039,0.7237582176,1.3524997166666666,0.5917245256000001,0.6559877326000001,0.3275227294,0.2674236446,Middle
40,52,Nicaragua,6.0274000198,0.6772778408000001,1.1080885699999998,0.7166731922,0.4860243694,0.2571108433999999,0.1483555964,Middle
41,45,Italy,6.022400045,1.3118313238,1.228121094,0.9287248696,0.2438161426,0.1725719296,0.0281196181999999,Rich
42,43,Ecuador,5.9919999794,0.9277800796,1.0483129379999998,0.7533032443999998,0.4795276398,0.121252493,0.1416809294,Middle
43,55,Poland,5.98080001,1.2090375726000002,1.2573473233333334,0.7668170696,0.5064924224,0.1390971933999999,0.0540855612,Rich
44,51,Lithuania,5.929799990000001,1.2332024696,1.265025369,0.7081939880000001,0.255588357,0.0251649314,0.0176751286,Rich
45,41,Japan,5.9258000152,1.3377450356,1.2513326096666668,0.9790991742,0.4934771091999999,0.0955725536,0.1648421474,Rich
46,56,Malaysia,5.9040000222,1.209899084,1.0783753446666668,0.6926768856,0.4373629964,0.346619786,0.0688841416,Rich
47,50,Slovenia,5.8879999794,1.260531191,1.2608329403333334,0.8529416456,0.5819531616,0.2114618186,0.0454697958,Rich
48,42,South Korea,5.8853999642,1.3145536886,0.9359848136666667,0.9486088152,0.2489363332,0.1860968734,0.0652025337999999,Rich
49,49,Kazakhstan,5.838399953400001,1.190505254,1.1540730053333332,0.6367163102000001,0.4446288565999999,0.1528688846,0.1064285772,Rich
50,46,Bolivia,5.813199990799999,0.7672613132,1.0146063506666667,0.5393060500000001,0.5518965854,0.185180145,0.0687875452,Middle
51,59,Russia,5.798599964199999,1.1971396194,1.252687463,0.6263038668,0.3600786224,0.0457227644,0.0309745762,Rich
52,47,Moldova,5.7585999642,0.671424126,1.0328085236666666,0.6179630402,0.2595858098,0.1940518252,0.0090542572,Middle
53,61,Cyprus,5.7327999626,1.2749276154,0.9105044243333332,0.9136149402,0.3771803078,0.2497388601999999,0.0461955952,Rich
54,53,Peru,5.7284000306,0.9650870544,1.001970128333333,0.7036552226,0.4449965758,0.119381943,0.0441718174,Middle
55,65,Mauritius,5.706600037399999,1.1101451094,0.9839069966666668,0.6982794924,0.5190714652,0.3135767502000001,0.055884311,Rich
56,79,Romania,5.6983999618,1.1417667822,0.9213337633333332,0.7362156624,0.4329607484,0.1141779835999999,0.0047335802,Rich
57,82,Latvia,5.676199981,1.185349725,1.1501949806666667,0.6970913942000001,0.3058755824,0.1353569572,0.0712125454,Rich
58,62,Algeria,5.6676000434,1.0129628934,1.019009155,0.6650569292,0.1784371615999999,0.0692193294,0.146099222,Rich
59,48,Paraguay,5.666600006200001,0.8552234634000001,1.3077216266666667,0.6430361386,0.5059695584,0.2331021316,0.0802891826,Middle
60,60,Jamaica,5.661999974,0.8558578617999999,1.1609860213333334,0.6894244768,0.4959394478,0.1743136673999999,0.0360395562,Middle
61,66,Estonia,5.637800012200001,1.237851868,1.2520703666666666,0.7521516632,0.478224286,0.0917841621999999,0.1710557844,Rich
62,63,Kosovo,5.606199961,0.8782828763999999,0.8701511676666667,0.6097544100000001,0.3177475881999999,0.2837902896,0.0398703236,Middle
63,54,Belarus,5.5979999534000005,1.085019512,1.2425884053333334,0.6987668534,0.3015380524,0.1200035018,0.1635567644,Rich
64,58,Libya,5.597000018999999,1.0658266128,1.1423147766666666,0.5946018040000001,0.440226646,0.1509787332,0.121246042,Rich
65,64,Turkmenistan,5.582200005399999,1.0474833526,1.252666387,0.518129216,0.4158903858,0.2176769976,0.183476068,Rich
66,21,Venezuela,5.5314,1.0524682401999998,1.240105865,0.6837408454000001,0.2137094246,0.057185926,0.0714442246,Rich
67,57,Croatia,5.4586000442,1.1523172466,0.7907710023333333,0.7691157042000001,0.2859344586,0.1451565952,0.033684622,Rich
68,69,Turkey,5.4154,1.1510348748,1.0537477256666667,0.7021011215999999,0.25735612,0.0810586084,0.1191223159999999,Rich
69,83,Philippines,5.3873999656,0.791437843,1.0559491916666668,0.537901811,0.5920409348,0.1794326846,0.1103383786,Middle
70,74,Pakistan,5.3440000106,0.6678947062,0.4493835633333333,0.4557535566,0.2298910524,0.2800012038,0.1157576133999999,Middle
71,80,Serbia,5.3391999962,1.0006435158,1.0270399323333332,0.7167889342,0.2273931055999999,0.1781611768,0.0384927562,Rich
72,91,Hungary,5.3293999764,1.2040743868,1.158974364,0.7365786905999999,0.2305367038,0.0894803324,0.0301873873999999,Rich
73,81,Portugal,5.304600034400001,1.232031059,1.150021006,0.8695327083999999,0.50608506,0.0902405426,0.0167718904,Rich
74,76,Montenegro,5.2919999978,1.0483778072,0.961892166,0.7256009348,0.196939811,0.1568442048,0.1038688388,Rich
75,67,Indonesia,5.2520000168,0.9209697184,1.079258233,0.5612031442000001,0.4661606926,0.5348529176,0.0129074269999999,Middle
76,92,Honduras,5.2408000466,0.6564366236,0.9511283263333332,0.6622998959999999,0.396621972,0.2227717748,0.0725310906,Middle
77,73,Azerbaijan,5.2292000412,1.0736443532000002,0.950250085,0.6196531552,0.3805451676,0.049131868,0.1757555013999999,Rich
78,77,China,5.2189999526,1.0034171582,0.9671324706666664,0.7971211002,0.5095755416,0.0494493681999999,0.056210855,Rich
79,87,Dominican Rep.,5.1994000038,0.9999227674,1.189798902,0.642562749,0.5453799667999999,0.16993357,0.1174010505999999,Middle
80,75,Jordan,5.1795999932,0.9097444788,1.0517229643333332,0.6736200116,0.4072522298,0.133064092,0.1319406544,Middle
81,70,Kyrgyzstan,5.1734000374,0.5423880152,1.1665761969999997,0.6151655594,0.4679666777999999,0.3388400748,0.0374758358,Middle
82,84,Morocco,5.172200026800001,0.8066969162,0.600588145,0.6505921338,0.3919056663999999,0.041291991,0.0814526365999999,Middle
83,86,Bosnia and Herz.,5.161800032,0.9216938836,0.877388646,0.7613312614,0.1767926354,0.270967499,0.0016539999999999,Middle
84,68,Vietnam,5.154599976399999,0.723415515,0.9936404436666668,0.7226997978,0.5772071182,0.1956636102,0.0919206474,Middle
85,89,Greece,5.1524000474,1.2054814962,0.9744915243333332,0.8741237806,0.0857882502,0.0,0.0353059554,Rich
86,90,Lebanon,5.149599981,1.0350615062,0.8571580826666668,0.7872522154,0.321791197,0.2199841518,0.055388766,Rich
87,71,Nigeria,5.1273999764,0.7150532512,0.921690161,0.1122131459999999,0.380966513,0.2302934392,0.0339843132,Middle
88,72,Bhutan,5.1248000312,0.8235072777999999,1.117478838,0.5397078584000001,0.4984675361999999,0.434698909,0.165486078,Middle
89,93,Tajikistan,5.097799977799999,0.474106727,0.9610377583333332,0.590043025,0.4117613414,0.2311435287999999,0.1220374292,Poor
90,88,Mongolia,5.0291999848,0.9411911732,1.2944804120000002,0.5914306968,0.3804247937999999,0.3008308459999999,0.0324824577999999,Middle
91,107,Nepal,4.8123999786,0.4314100384,0.9135877536666666,0.5579201562,0.4316491896,0.3371312332,0.0738251092,Poor
92,95,Palestine,4.736600018999999,0.6568318456,0.9325057196666666,0.6136513948,0.2336282124,0.1054446347999999,0.0932925204,Middle
93,94,Tunisia,4.7283999656,0.9373271612,0.63476382,0.6903824098,0.245178138,0.0504726714,0.0700006298,Middle
94,85,Albania,4.712600010600001,0.9386325505999998,0.703218416,0.7876959494,0.371897727,0.1678865888,0.0432008432,Middle
95,118,Cameroon,4.6958000344,0.5191550730000001,0.8197027396666666,0.2013784234,0.4371677498,0.2078556914,0.0500853261999999,Middle
96,97,Iran,4.6891999824,1.0884506214000005,0.548197083,0.6911406378,0.3078185216,0.3410965826,0.0834182146,Rich
97,100,South Africa,4.6751999992,0.9798697412,1.1766662106666663,0.2898140139999999,0.4282293471999999,0.125730476,0.0712998994,Middle
98,119,Bulgaria,4.618600044999999,1.0865358176000002,1.155313152666667,0.735953536,0.2954583436,0.1010635387999999,0.0077843061999999,Rich
99,78,Zambia,4.5843999878,0.5717613557999999,0.8523024329999999,0.3027611789999999,0.4620986984,0.218430029,0.09733671,Middle
100,96,Bangladesh,4.5801999604,0.5239965950000001,0.471227247,0.5933542068,0.4782673318,0.1789590704,0.1324475718,Middle
101,109,Sierra Leone,4.5592000222,0.3175021858,0.8559486816666667,0.0495129508,0.3395895381999999,0.2473781802,0.0677830352,Poor
102,101,Ghana,4.5363999772,0.6093749648,0.6822449123333333,0.3633535454,0.4272352588,0.2313647888,0.034097274,Middle
103,99,Iraq,4.5284000434,1.043188097,0.7965177326666667,0.544862094,0.2164231066,0.1741494528,0.113091151,Rich
104,111,Kenya,4.4493999946,0.4905718923999999,0.9430369086666666,0.41216167,0.4431347532,0.3915120618,0.0595782637999999,Poor
105,108,Ethiopia,4.4232000076,0.293358769,0.6160164013333334,0.4125479416,0.4012745484,0.256024148,0.1467271428,Poor
106,126,Gabon,4.4078000306,1.1019920478,0.9281934056666667,0.4229397175999999,0.3126897154,0.0498890756,0.0774193574,Rich
107,125,Senegal,4.3939999694,0.4332858044,0.976680637,0.4506665706,0.3508404534,0.1747857786,0.0986800896,Poor
108,112,Armenia,4.3931999856,0.8391333476,0.8031212403333333,0.6978508852,0.2160286534,0.0823936184,0.0387668844,Middle
109,117,Sri Lanka,4.3926000114,0.9370540288,1.0422854623333333,0.6912521664,0.5323286509999999,0.3839847124,0.0684167931999999,Middle
110,114,Myanmar,4.3830000152,0.47426211,0.8440319803333333,0.4525565138,0.497316407,0.7235330322,0.1863172409999999,Poor
111,123,République du Congo,4.377399977800001,0.7227428504,0.6576447876666668,0.3467174868,0.4230131742,0.1123004256,0.0928016268,Middle
112,120,Egypt,4.3752000268,0.9246903614,0.7475337973333334,0.5710934518,0.239292031,0.1073202886,0.0911102729999999,Middle
113,110,Mauritania,4.3549999634,0.5686874578,0.9941769433333332,0.3422958559999999,0.1320436086,0.1775460048,0.134423401,Middle
114,106,République Démocratique du Congo,4.346400042000001,0.0623424698,1.012327819,0.207693405,0.2398062696,0.2316751666,0.0604482712,Poor
115,115,Georgia,4.338799955000001,0.8538865328,0.3829083113333333,0.6828313961999999,0.3521580072,0.051667763,0.266555327,Middle
116,98,Ukraine,4.307200039,0.8359183898000001,1.203815856,0.6368167903999999,0.1687589552,0.2000882926,0.0183858941999999,Middle
117,104,India,4.297800011400001,0.7307142496,0.476194199,0.4989255233999999,0.4615394010000001,0.2237136977999999,0.088473377,Middle
118,133,Côte d'Ivoire,4.2731999656,0.5466917842,0.7505633433333333,0.111450434,0.4283992386,0.181253494,0.1315163549999999,Middle
119,122,Mali,4.2190000114,0.3609680988,1.0600211326666666,0.1997331348,0.3329247486,0.1747948398,0.0945920494,Poor
120,128,Cambodia,4.205400044199999,0.5482370192,0.723699447,0.5119726808,0.6378711646,0.3361805936,0.0696991902,Middle
121,127,Niger,4.1045999756,0.1266050662,0.7903250016666666,0.2828390014,0.3857977392,0.1990487691999999,0.1335445891999999,Poor
122,134,Burkina Faso,4.0738000130000005,0.3146595428,0.8419000016666667,0.2668128518,0.3239995702,0.212772937,0.1229956211999999,Poor
123,124,Uganda,4.020199970199999,0.318728143,1.0575425793333333,0.2864985214,0.428597191,0.2796892113999999,0.0630319438,Poor
124,102,Zimbabwe,4.006600000000001,0.344051307,0.9435453026666666,0.2744027508,0.3232568414,0.1694086988,0.0899970762,Poor
125,131,Chad,4.0034000218,0.3820165974,0.7820852906666667,0.094894943,0.1776844053999999,0.19312877,0.0587583764,Poor
126,137,Benin,3.901000013,0.3767450816,0.2977832813333333,0.2752620421999999,0.4193865552,0.1860696922,0.071367803,Poor
127,116,Malawi,3.883000005800001,0.1427144076,0.3569696103333333,0.3270699166,0.4571509308,0.271226094,0.0774243308,Poor
128,105,Haiti,3.8655999852,0.3228620526,0.5596932739999999,0.335746226,0.0892679714,0.4483307562,0.12607643,Poor
129,132,Guinea,3.853599993800001,0.273373986,0.5222982286666666,0.2417018277999999,0.3522735026,0.2485050184,0.1063055235999999,Poor
130,103,Liberia,3.8391999984,0.0892603586,0.7217759790000001,0.3027156394,0.3329342364,0.237959977,0.0425576498,Poor
131,113,Botswana,3.8300000064,1.0535808308,1.0726849983333333,0.3384071018,0.4906072666,0.0790416896,0.1046026398,Rich
132,130,Madagascar,3.7454000106,0.2659177386,0.6807267906666666,0.4341046618,0.177375353,0.193292506,0.062706395,Poor
133,121,Yemen,3.625799987,0.4893126894,0.697080749,0.3654401832,0.2441747444,0.0969290418,0.0670454846,Poor
134,140,Togo,3.5441999772000004,0.2658709433999999,0.1906108433333333,0.2885291138,0.3637472277999999,0.1747752302,0.100969003,Poor
135,135,Afghanistan,3.512799982,0.3571134436,0.3315877753333333,0.2547073558,0.117923904,0.2677301866,0.058093566,Poor
136,129,Tanzania,3.4659999954,0.4397771752,0.9402999343333334,0.3967318567999999,0.3868795556,0.3117492724,0.0836990214,Poor
137,136,Rwanda,3.4385999912000003,0.3220571786,0.7784223410000001,0.4175429613999999,0.5816107706,0.2263112058,0.4734680027999999,Poor
138,138,Syria,3.2921999786,0.6991086268,0.3398842023333333,0.5662806683999999,0.081699889,0.4312847456,0.1595474262,Middle
139,139,Burundi,3.0789999942,0.0624465138,0.426694528,0.2116081583999999,0.1013201505999999,0.185921037,0.1069915889999999,Poor
