,Country,Averaged Happiness Score,Averaged Economy,Averaged Family,Averaged Health,Averaged Freedom,Averaged Generosity,Averaged Trust,Wealth Category
109,Sierra Leone,4.5592000222,0.3175021858,0.8559486816666667,0.0495129508,0.33958953819999993,0.2473781802,0.0677830352,Poor
101,Ghana,4.5363999772,0.6093749648,0.6822449123333333,0.3633535454,0.4272352588,0.23136478880000003,0.034097274,Middle
99,Iraq,4.5284000434,1.043188097,0.7965177326666667,0.544862094,0.21642310660000003,0.1741494528,0.113091151,Rich
111,Kenya,4.4493999946,0.49057189239999993,0.9430369086666666,0.41216167000000004,0.4431347532,0.3915120618,0.059578263799999996,Poor
108,Ethiopia,4.4232000076,0.293358769,0.6160164013333334,0.4125479416,0.4012745484,0.256024148,0.14672714280000002,Poor
126,Gabon,4.4078000306,1.1019920478,0.9281934056666667,0.42293971759999993,0.3126897154,0.0498890756,0.0774193574,Rich
125,Senegal,4.3939999694,0.4332858044,0.976680637,0.4506665706,0.3508404534,0.17478577860000002,0.0986800896,Poor
112,Armenia,4.3931999856,0.8391333476,0.8031212403333333,0.6978508852,0.2160286534,0.08239361840000001,0.0387668844,Middle
117,Sri Lanka,4.3926000114,0.9370540288000001,1.0422854623333333,0.6912521664,0.5323286509999999,0.3839847124,0.06841679319999999,Middle
114,Myanmar,4.3830000151999995,0.47426211,0.8440319803333333,0.4525565138,0.497316407,0.7235330322,0.18631724099999997,Poor
123,Congo (Brazzaville),4.377399977800001,0.7227428504,0.6576447876666668,0.3467174868,0.4230131742,0.1123004256,0.09280162680000001,Middle
120,Egypt,4.3752000268,0.9246903614,0.7475337973333334,0.5710934518,0.23929203100000002,0.10732028860000001,0.09111027299999999,Middle
110,Mauritania,4.3549999634,0.5686874578,0.9941769433333333,0.34229585599999995,0.1320436086,0.1775460048,0.134423401,Middle
106,Congo (Kinshasa),4.346400042000001,0.0623424698,1.012327819,0.20769340500000003,0.2398062696,0.2316751666,0.0604482712,Poor
115,Georgia,4.338799955000001,0.8538865328,0.38290831133333336,0.6828313961999999,0.3521580072,0.051667763,0.266555327,Middle
98,Ukraine,4.307200039,0.8359183898000001,1.203815856,0.6368167903999999,0.1687589552,0.2000882926,0.018385894199999996,Middle
104,India,4.297800011400001,0.7307142496,0.47619419900000004,0.49892552339999996,0.4615394010000001,0.22371369779999997,0.088473377,Middle
133,Ivory Coast,4.2731999656,0.5466917842,0.7505633433333333,0.11145043400000001,0.42839923860000007,0.18125349400000001,0.13151635499999997,Middle
122,Mali,4.2190000114,0.3609680988,1.0600211326666666,0.1997331348,0.3329247486,0.17479483980000002,0.0945920494,Poor
128,Cambodia,4.205400044199999,0.5482370192,0.723699447,0.5119726808,0.6378711646,0.3361805936,0.06969919020000001,Middle
127,Niger,4.1045999756,0.1266050662,0.7903250016666666,0.2828390014,0.38579773920000004,0.19904876919999998,0.13354458919999998,Poor
134,Burkina Faso,4.0738000130000005,0.3146595428,0.8419000016666667,0.26681285180000003,0.3239995702,0.212772937,0.12299562119999999,Poor
124,Uganda,4.020199970199999,0.318728143,1.0575425793333333,0.2864985214,0.428597191,0.27968921139999997,0.0630319438,Poor
102,Zimbabwe,4.006600000000001,0.344051307,0.9435453026666666,0.2744027508,0.3232568414,0.1694086988,0.0899970762,Poor
131,Chad,4.0034000218,0.3820165974,0.7820852906666667,0.094894943,0.17768440539999997,0.19312877,0.0587583764,Poor
137,Benin,3.901000013,0.3767450816,0.29778328133333337,0.27526204219999995,0.4193865552,0.18606969220000003,0.071367803,Poor
116,Malawi,3.8830000058000005,0.14271440760000004,0.3569696103333333,0.3270699166,0.4571509308,0.271226094,0.0774243308,Poor
105,Haiti,3.8655999852000003,0.3228620526,0.5596932739999999,0.33574622600000004,0.0892679714,0.4483307562,0.12607643,Poor
132,Guinea,3.8535999938000005,0.273373986,0.5222982286666666,0.24170182779999996,0.3522735026,0.2485050184,0.10630552359999998,Poor
103,Liberia,3.8391999984000003,0.0892603586,0.7217759790000001,0.3027156394,0.3329342364,0.237959977,0.0425576498,Poor
113,Botswana,3.8300000064,1.0535808308,1.0726849983333333,0.3384071018,0.4906072666,0.0790416896,0.1046026398,Rich
130,Madagascar,3.7454000106,0.2659177386,0.6807267906666666,0.43410466180000007,0.177375353,0.193292506,0.062706395,Poor
121,Yemen,3.6257999869999997,0.4893126894,0.697080749,0.3654401832,0.24417474440000003,0.0969290418,0.06704548460000001,Poor
140,Togo,3.5441999772000004,0.26587094339999995,0.19061084333333334,0.2885291138,0.36374722779999996,0.1747752302,0.100969003,Poor
135,Afghanistan,3.5127999819999998,0.3571134436,0.33158777533333333,0.25470735580000003,0.117923904,0.26773018660000003,0.058093566000000006,Poor
129,Tanzania,3.4659999954,0.43977717520000004,0.9402999343333334,0.39673185679999995,0.3868795556,0.31174927240000005,0.0836990214,Poor
136,Rwanda,3.4385999912000003,0.32205717860000005,0.7784223410000001,0.41754296139999997,0.5816107706,0.2263112058,0.47346800279999995,Poor
138,Syria,3.2921999786000002,0.6991086268,0.3398842023333333,0.5662806683999999,0.081699889,0.4312847456,0.1595474262,Middle
139,Burundi,3.0789999941999997,0.062446513800000006,0.426694528,0.21160815839999997,0.10132015059999999,0.185921037,0.10699158899999998,Poor
